emp_no,last_name,first_name,birth_date,titles,from_date,to_date
235368,Joslin,Anneli,1965-01-09,Senior Engineer,1987-04-12,9999-01-01
482944,Journel,Duke,1965-01-26,Senior Staff/Staff,1991-10-26,9999-01-01
400358,Jullig,Angus,1965-01-31,Senior Engineer/Engineer,1989-04-13,9999-01-01
22415,Jumpertz,Perla,1965-01-20,Senior Staff,1994-08-24,9999-01-01
208784,Juneja,Pranjal,1965-01-30,Senior Engineer,1985-03-21,9999-01-01
404755,Junet,Manu,1965-01-13,Staff/Senior Staff,1991-04-20,9999-01-01
488984,Junet,Kendra,1965-01-18,Senior Staff/Staff,1992-11-12,9999-01-01
446306,Kabayashi,Hercules,1965-01-22,Senior Engineer,1991-06-10,9999-01-01
93040,Kabayashi,Jaques,1965-01-19,Senior Engineer,1992-03-13,9999-01-01
263439,Kabayashi,Atreye,1965-01-09,Senior Engineer,1986-12-15,9999-01-01
98306,Kadhim,Ziya,1965-01-16,Senior Engineer,1999-06-24,9999-01-01
443841,Kading,Shaw,1965-01-08,Staff/Senior Staff,1992-07-16,9999-01-01
267667,Kaiserswerth,Irena,1965-01-05,Staff/Senior Staff,1987-09-05,9999-01-01
201709,Kakkad,Fan,1965-01-01,Staff/Senior Staff,1988-02-25,9999-01-01
447544,Kakkad,Stabislas,1965-01-22,Senior Staff,1989-02-19,9999-01-01
404236,Kakkar,Zengping,1965-01-12,Engineer/Senior Engineer,1988-07-22,9999-01-01
499495,Kakkar,Baoqiu,1965-01-14,Engineer,1999-08-30,9999-01-01
221973,Kalefeld,Sangeeta,1965-01-17,Staff/Senior Staff,1990-06-06,9999-01-01
479024,Kalorkoti,Ewing,1965-01-03,Engineer,1996-12-21,9999-01-01
26671,Kalorkoti,Jiakeng,1965-01-21,Engineer/Senior Engineer,1994-12-25,9999-01-01
410616,Kalorkoti,Gudjon,1965-01-18,Engineer/Senior Engineer,1994-04-14,9999-01-01
428160,Kalorkoti,Jamaludin,1965-01-12,Staff/Senior Staff,1998-09-06,9999-01-01
440642,Kalsbeek,Snehasis,1965-01-14,Staff/Senior Staff,1988-01-06,9999-01-01
483675,Kamber,Hausi,1965-01-22,Engineer/Senior Engineer,1988-02-16,9999-01-01
207779,Kamble,Chinya,1965-01-16,Senior Staff,1992-05-31,9999-01-01
403621,Kaminger,Deborah,1965-01-07,Senior Staff/Staff,1988-06-04,9999-01-01
465853,Kampfer,Kwan,1965-01-01,Staff,1998-10-16,9999-01-01
271106,Kampfer,Taisook,1965-01-10,Engineer,1997-11-30,9999-01-01
498955,Kandlur,Nechama,1965-01-13,Engineer/Senior Engineer,1995-01-16,9999-01-01
27620,Kandlur,Shuji,1965-01-25,Senior Engineer/Engineer,1990-03-02,9999-01-01
109062,Kandlur,Jamaludin,1965-02-01,Senior Engineer,1992-06-19,9999-01-01
58141,Karner,Bezalel,1965-01-05,Staff,1994-09-27,9999-01-01
478768,Katzenelson,Arun,1965-01-03,Senior Engineer/Engineer,1991-10-28,9999-01-01
483838,Kavanagh,Sham,1965-01-03,Assistant Engineer,1997-12-18,9999-01-01
445067,Kawashima,Eldridge,1965-01-28,Senior Engineer/Engineer,1990-02-27,9999-01-01
426706,Kawashima,Karsten,1965-01-07,Senior Engineer/Engineer,1994-03-15,9999-01-01
39301,Kawashima,Rimon,1965-01-07,Staff/Senior Staff,1992-02-06,9999-01-01
295030,Keirsey,Fun,1965-01-01,Senior Staff,1985-07-09,9999-01-01
453790,Keirsey,Fai,1965-01-11,Engineer/Senior Engineer,1994-10-12,9999-01-01
491079,Keirsey,Kwangsub,1965-01-06,Senior Engineer,1992-02-04,9999-01-01
427313,Kemmerer,Utpal,1965-01-31,Staff/Senior Staff,1986-12-04,9999-01-01
17369,Kenevan,Yaghout,1965-01-31,Engineer/Senior Engineer,2000-09-15,9999-01-01
497340,Keohane,Fayez,1965-01-06,Senior Staff,1990-09-19,9999-01-01
50831,Khalid,Marie,1965-01-06,Senior Engineer,1996-06-11,9999-01-01
288665,Khasidashvili,Horward,1965-01-31,Senior Engineer,1998-11-19,9999-01-01
201229,Khasidashvili,Alejandra,1965-01-03,Staff,1994-07-30,9999-01-01
225788,Kieras,Ipke,1965-01-08,Engineer,1995-12-18,9999-01-01
427852,Kieras,Adil,1965-01-02,Senior Engineer,1992-07-20,9999-01-01
92438,Kilgore,Aria,1965-01-04,Engineer/Senior Engineer,1992-04-11,9999-01-01
245664,Kilgore,Manohar,1965-01-18,Staff,1998-11-17,9999-01-01
83714,Kilgore,Ohad,1965-01-27,Engineer/Senior Engineer,2000-10-10,9999-01-01
229404,Kilgour,Gilbert,1965-01-11,Staff,1996-04-05,9999-01-01
439924,Kisuki,Gunilla,1965-01-30,Staff/Senior Staff,1994-08-14,9999-01-01
239244,Kitai,Abdulla,1965-01-13,Senior Staff/Staff,1987-02-20,9999-01-01
458726,Kitai,Shahaf,1965-01-13,Staff/Senior Staff,1986-12-26,9999-01-01
420086,Kitsuregawa,Susuma,1965-01-27,Engineer/Senior Engineer,1985-05-28,9999-01-01
214391,Klassen,Rayond,1965-01-15,Staff/Senior Staff,1993-09-11,9999-01-01
265558,Kleiser,Susuma,1965-01-31,Senior Staff/Staff,1987-08-02,9999-01-01
443485,Klerer,Marke,1965-01-23,Senior Staff,1990-04-14,9999-01-01
276189,Klerer,Isaac,1965-01-10,Staff/Senior Staff,1995-03-19,9999-01-01
240132,Kobara,Mizuhito,1965-02-01,Senior Staff/Staff,1996-08-09,9999-01-01
284856,Kobara,Moto,1965-01-05,Senior Engineer/Engineer,1991-12-12,9999-01-01
82511,Koblick,Uwe,1965-01-27,Engineer,1998-04-04,9999-01-01
95314,Koblick,Rasiah,1965-01-22,Senior Staff/Staff,1991-08-21,9999-01-01
287984,Kobuchi,Troy,1965-01-09,Senior Engineer/Engineer,1991-02-12,9999-01-01
34780,Kohling,Moni,1965-01-16,Staff,2001-09-18,9999-01-01
285396,Kohling,Lena,1965-01-27,Engineer/Senior Engineer,1986-10-04,9999-01-01
453723,Kohling,Arne,1965-01-15,Engineer/Senior Engineer,1985-12-13,9999-01-01
214539,Kohling,Ingmar,1965-01-27,Engineer,1995-04-25,9999-01-01
423993,Kolvik,Seshu,1965-01-01,Technique Leader,1988-12-09,9999-01-01
494493,Koprowski,Masasuke,1965-01-10,Staff,1996-11-20,9999-01-01
261184,Kornatzky,Masako,1965-01-30,Senior Engineer,1987-08-29,9999-01-01
205085,Kornyak,Moni,1965-01-23,Technique Leader,1991-09-26,9999-01-01
81545,Kornyak,Larisa,1965-01-13,Technique Leader,2000-02-07,9999-01-01
202882,Koshino,Isaac,1965-01-25,Senior Engineer,1995-09-28,9999-01-01
19803,Kowalchuk,Ziva,1965-01-30,Engineer/Senior Engineer,1987-06-13,9999-01-01
269728,Kragelund,Naftali,1965-01-12,Staff/Senior Staff,1987-05-16,9999-01-01
401154,Kragelund,Danae,1965-01-27,Senior Staff/Staff,1987-05-20,9999-01-01
435602,Kranzdorf,Dietrich,1965-01-29,Staff/Senior Staff,1992-10-04,9999-01-01
420765,Krider,Shawna,1965-01-17,Senior Staff/Staff,1990-03-09,9999-01-01
455726,Kriebel,Qiwen,1965-01-08,Staff/Senior Staff,1987-12-13,9999-01-01
425875,Kroft,Jahangir,1965-01-19,Senior Staff/Staff,1990-06-11,9999-01-01
457611,Krogh,Indrajit,1965-01-09,Engineer,1998-09-18,9999-01-01
215419,Kroha,Flemming,1965-01-16,Staff,1995-01-23,9999-01-01
451272,Krohm,Jacopo,1965-01-02,Engineer/Senior Engineer,1991-04-24,9999-01-01
27331,Krohm,Wanqing,1965-01-19,Staff/Senior Staff,1991-01-22,9999-01-01
228098,Kroll,IEEE,1965-01-18,Engineer,1998-02-17,9999-01-01
423208,Krone,Joydip,1965-01-19,Engineer,1995-02-08,9999-01-01
92846,Kropatsch,Anyuan,1965-01-11,Staff/Senior Staff,1986-09-05,9999-01-01
493744,Kropatsch,Leni,1965-01-14,Senior Engineer,1997-07-17,9999-01-01
486958,Kropf,Tonny,1965-01-06,Engineer/Senior Engineer,1986-07-30,9999-01-01
52283,Krupka,Trygve,1965-01-20,Staff/Senior Staff,1994-03-11,9999-01-01
15050,Kruskal,Nikolaos,1965-01-18,Engineer/Senior Engineer,1990-12-17,9999-01-01
277362,Kugler,Uzi,1965-01-09,Senior Staff,1991-01-12,9999-01-01
414091,Kuhnemann,Wuxu,1965-01-17,Engineer,1997-08-19,9999-01-01
426819,Kulisch,Sandeepan,1965-01-13,Engineer,1997-05-16,9999-01-01
34505,Kumaresan,Felicidad,1965-01-28,Staff/Senior Staff,1994-09-06,9999-01-01
251341,Kumaresan,Divier,1965-01-11,Staff/Senior Staff,1992-12-05,9999-01-01
285164,Kumaresan,Xiaocheng,1965-01-02,Staff,1994-10-03,9999-01-01
219047,Kusalik,Aemilian,1965-01-30,Engineer/Senior Engineer,1987-05-27,9999-01-01
35793,Kusalik,Oscar,1965-01-01,Senior Staff/Staff,1991-05-11,9999-01-01
205863,Kusalik,Aiichiro,1965-01-06,Senior Engineer/Engineer,1990-10-04,9999-01-01
222770,Kushner,Kazuhiko,1965-01-22,Senior Engineer,1995-08-01,9999-01-01
408114,Ladret,Geoffrey,1965-01-05,Engineer,1994-01-03,9999-01-01
247888,Lagarias,Abdelghani,1965-01-15,Senior Engineer/Engineer,1985-09-06,9999-01-01
210449,Lagarias,Gino,1965-01-19,Engineer,1997-06-22,9999-01-01
262439,Lagarias,Lorien,1965-01-30,Senior Staff/Staff,1985-10-10,9999-01-01
457305,Lakshmanan,Sorina,1965-01-15,Staff,1994-09-03,9999-01-01
51142,Lakshmanan,Rosine,1965-01-29,Engineer/Senior Engineer,1986-01-31,9999-01-01
263645,Lally,Mingsen,1965-01-19,Senior Engineer,1990-12-04,9999-01-01
453154,Lally,Gao,1965-01-03,Staff,1996-03-01,9999-01-01
31568,Lalonde,Mark,1965-01-10,Staff,1996-11-24,9999-01-01
467269,Lambe,Nahum,1965-01-18,Technique Leader,1989-08-31,9999-01-01
294791,Lammel,Vesna,1965-01-28,Assistant Engineer,1999-10-08,9999-01-01
282585,Lammel,Zijian,1965-01-03,Staff,1996-07-01,9999-01-01
48882,Lamparter,Leen,1965-01-28,Senior Engineer/Engineer,1993-06-07,9999-01-01
241292,Lampe,Uri,1965-01-29,Staff/Senior Staff,2001-12-11,9999-01-01
39341,Lampe,Mahmut,1965-01-01,Engineer/Senior Engineer,1985-05-11,9999-01-01
21546,Lanteri,Yongmin,1965-01-01,Senior Staff,2002-03-19,9999-01-01
460707,Lanteri,Yoshinari,1965-01-07,Engineer/Senior Engineer,1996-12-25,9999-01-01
475938,Lanteri,Shigeaki,1965-01-14,Senior Engineer/Engineer,1989-02-17,9999-01-01
430593,Lanzelotte,Janalee,1965-01-19,Senior Staff,1997-12-01,9999-01-01
497835,Laurillard,Shuho,1965-01-29,Technique Leader,1999-10-06,9999-01-01
220418,Laventhal,Poorav,1965-01-23,Staff,1997-08-16,9999-01-01
275263,Laventhal,Vojin,1965-01-21,Engineer/Senior Engineer,1991-10-18,9999-01-01
71745,Laventhal,Adil,1965-01-02,Assistant Engineer/Engineer,1992-05-13,9999-01-01
49477,Leaver,Baocai,1965-01-14,Senior Staff,1998-08-05,9999-01-01
475538,Leaver,Christophe,1965-01-15,Staff,1998-10-31,9999-01-01
66530,Leaver,Dung,1965-01-29,Staff,1998-04-04,9999-01-01
441197,Legleitner,Miquel,1965-01-18,Staff/Senior Staff,1985-06-28,9999-01-01
468659,Lemarechal,Ranga,1965-01-18,Engineer/Senior Engineer,1989-11-05,9999-01-01
289807,Lemarechal,Soenke,1965-01-04,Senior Staff/Staff,1994-09-04,9999-01-01
216921,Lenart,Lena,1965-01-22,Senior Staff/Staff,1990-12-25,9999-01-01
233394,Lenart,Khalid,1965-01-06,Engineer,1995-12-24,9999-01-01
275444,Leppanen,Limsoon,1965-01-16,Senior Engineer/Engineer,1993-01-21,9999-01-01
27378,Leppanen,Piyawadee,1965-01-28,Senior Staff,1999-02-25,9999-01-01
453688,Leslie,Chinya,1965-01-24,Engineer,1995-10-28,9999-01-01
439905,Levasseur,Kousuke,1965-01-03,Staff/Senior Staff,1990-03-16,9999-01-01
242800,Levergood,Kazuyasu,1965-01-11,Engineer,1996-02-10,9999-01-01
36844,Levergood,Hailing,1965-01-01,Staff,2000-01-12,9999-01-01
423327,Lichtman,Constantijn,1965-01-27,Senior Staff/Staff,1994-06-26,9999-01-01
229220,Lichtman,Fabrizio,1965-01-21,Engineer/Senior Engineer,1987-02-09,9999-01-01
204470,Lichtner,Hein,1965-01-22,Staff/Senior Staff,1998-05-02,9999-01-01
416074,Lieberherr,Alain,1965-01-08,Engineer/Senior Engineer,1987-05-11,9999-01-01
435060,Lieblein,Moie,1965-01-16,Staff,1996-07-12,9999-01-01
497391,Lieblein,Paris,1965-01-30,Engineer,1999-05-19,9999-01-01
105520,Lienhardt,Haldun,1965-01-01,Senior Staff,1987-01-29,9999-01-01
58819,Liesche,Gennady,1965-01-04,Senior Staff,1987-12-02,9999-01-01
436827,Limongiello,Wojceich,1965-01-30,Senior Staff,1988-03-10,9999-01-01
490551,Lindqvist,Lalit,1965-01-01,Engineer,1998-11-07,9999-01-01
261737,Lindqvist,Mark,1965-01-23,Engineer/Senior Engineer,1990-11-22,9999-01-01
55687,Lindqvist,Shih,1965-01-02,Senior Engineer,1995-03-29,9999-01-01
80889,Linnainmaa,Shigeo,1965-01-07,Senior Engineer,1985-07-30,9999-01-01
298577,Litecky,Florina,1965-01-11,Staff/Senior Staff,1985-12-02,9999-01-01
293746,Litecky,Sanjay,1965-01-25,Senior Engineer/Engineer,1995-08-27,9999-01-01
47016,Litecky,Toong,1965-01-03,Senior Staff/Staff,1989-03-01,9999-01-01
485799,Litvinov,Yoshimitsu,1965-01-27,Senior Staff,1997-11-22,9999-01-01
104988,Litzler,Parviz,1965-01-07,Engineer/Senior Engineer,1992-08-08,9999-01-01
55799,Litzler,Jianwen,1965-01-23,Engineer/Senior Engineer,1987-06-17,9999-01-01
233759,Lodder,Zissis,1965-01-14,Engineer,2000-05-27,9999-01-01
104845,Lodder,Werner,1965-01-29,Staff/Senior Staff,1992-06-17,9999-01-01
243576,Lodder,Abdulah,1965-01-04,Senior Staff/Staff,1996-11-10,9999-01-01
95509,Loncour,Kristinn,1965-01-11,Engineer,1995-02-08,9999-01-01
215843,Loncour,Pramod,1965-01-30,Staff/Senior Staff,1987-03-31,9999-01-01
254399,Lores,Armond,1965-01-24,Technique Leader,1999-09-16,9999-01-01
437870,Lorho,Kerhong,1965-01-07,Staff,2001-03-17,9999-01-01
230354,Lorho,Yinghua,1965-01-31,Senior Staff/Staff,1991-08-09,9999-01-01
471552,Lortz,Basem,1965-01-22,Staff,1997-10-25,9999-01-01
53278,Lortz,Premsyl,1965-01-31,Staff/Senior Staff,1993-02-01,9999-01-01
42955,Lortz,Yucel,1965-01-12,Engineer,1995-02-21,9999-01-01
280648,Lorys,Heeju,1965-01-04,Engineer/Senior Engineer,1986-12-27,9999-01-01
86655,Lorys,Zhenhua,1965-01-01,Engineer,1995-08-21,9999-01-01
67320,Lorys,Sadok,1965-01-18,Senior Staff,1987-05-10,9999-01-01
210017,Lovengreen,Shalesh,1965-01-28,Senior Staff/Staff,1990-09-29,9999-01-01
263186,Lowrie,Danny,1965-01-22,Technique Leader,1995-09-13,9999-01-01
227899,Luce,Garnik,1965-01-23,Staff,1998-09-15,9999-01-01
426153,Luce,Shahaf,1965-01-16,Senior Staff,1999-04-06,9999-01-01
429238,Luck,Mona,1965-01-29,Senior Staff,1989-05-11,9999-01-01
85288,Luders,Younwoo,1965-01-06,Engineer/Senior Engineer,1998-12-08,9999-01-01
484126,Lueh,Manton,1965-01-05,Senior Staff,1989-04-07,9999-01-01
424569,Luff,Danco,1965-01-14,Engineer,1997-10-30,9999-01-01
200267,Luff,Chuanti,1965-01-08,Staff/Senior Staff,1994-09-21,9999-01-01
437724,Luft,Erez,1965-01-17,Staff,1994-12-14,9999-01-01
14907,Luga,Nakhoon,1965-01-14,Staff/Senior Staff,1986-12-18,9999-01-01
80850,Luit,Koldo,1965-02-01,Senior Engineer/Engineer,1995-04-16,9999-01-01
107486,Luiz,Siamak,1965-01-23,Senior Engineer,1987-02-11,9999-01-01
249969,Luiz,Georgi,1965-01-21,Engineer/Senior Engineer,1991-06-10,9999-01-01
208639,Lukaszewicz,Larisa,1965-01-27,Staff/Senior Staff,1996-10-30,9999-01-01
217551,Lukaszewicz,Panayotis,1965-01-02,Senior Engineer/Engineer,1989-06-06,9999-01-01
416660,Luke,Nathalie,1965-01-28,Assistant Engineer/Engineer/Senior Engineer,1987-09-16,9999-01-01
442490,Luke,Navid,1965-01-08,Engineer,1994-10-17,9999-01-01
426795,Lunn,Huican,1965-01-07,Senior Staff/Staff,1986-07-23,9999-01-01
95406,Lyonns,Alair,1965-01-08,Engineer,1997-07-12,9999-01-01
279791,Lyonns,Chiranjit,1965-01-10,Assistant Engineer/Engineer,1986-12-24,9999-01-01
289687,Maccarone,Fai,1965-01-31,Senior Staff/Staff,1985-10-30,9999-01-01
236566,Maginnis,Yechezkel,1965-01-17,Staff/Senior Staff,1992-12-11,9999-01-01
204471,Maginnis,Franziska,1965-01-27,Engineer/Senior Engineer,1986-02-17,9999-01-01
418717,Magliocco,Arunachalam,1965-01-20,Staff/Senior Staff,1987-12-23,9999-01-01
259619,Magliocco,Conal,1965-01-21,Senior Staff,1992-05-09,9999-01-01
284300,Mahmud,Ishfaq,1965-01-22,Staff/Senior Staff,1991-11-29,9999-01-01
30695,Majewski,Gudjon,1965-01-08,Senior Engineer,1999-10-26,9999-01-01
473940,Majewski,Avishai,1965-01-16,Engineer,1998-01-10,9999-01-01
48904,Malabarba,Yuichiro,1965-01-23,Staff/Senior Staff,1994-03-07,9999-01-01
32714,Maliniak,Radoslaw,1965-01-16,Staff,2001-09-18,9999-01-01
293154,Maliniak,Syozo,1965-01-21,Senior Staff,1993-06-06,9999-01-01
204764,Mandelberg,Susanne,1965-01-22,Engineer/Senior Engineer,1990-11-02,9999-01-01
53499,Mandelberg,Zdislav,1965-01-20,Engineer/Senior Engineer,1994-09-11,9999-01-01
400683,Manders,Kamakshi,1965-01-28,Staff,1995-08-05,9999-01-01
215629,Manders,Munehiro,1965-01-15,Staff/Senior Staff,1987-05-18,9999-01-01
496970,Maquelin,Giordano,1965-01-03,Senior Engineer,1999-12-31,9999-01-01
488540,Maquelin,Breannda,1965-01-22,Senior Staff,1996-04-12,9999-01-01
432523,Maquelin,Takahiro,1965-01-21,Engineer,1997-07-21,9999-01-01
46943,Maraist,Pasqua,1965-01-31,Senior Engineer/Engineer,1993-12-06,9999-01-01
441954,Marchegay,Leszek,1965-01-03,Engineer,1999-06-13,9999-01-01
53597,Marchegay,Jiafu,1965-01-30,Engineer/Senior Engineer,1985-03-02,9999-01-01
498185,Marciano,Caolyn,1965-01-19,Senior Engineer,1999-06-06,9999-01-01
259611,Marrakchi,Shuichi,1965-01-27,Senior Staff,1990-08-21,9999-01-01
481764,Marrakchi,Teiji,1965-01-27,Senior Engineer,1986-08-26,9999-01-01
221435,Marrevee,Djenana,1965-01-06,Senior Engineer/Engineer,1994-02-06,9999-01-01
14476,Marrevee,Sastry,1965-01-19,Engineer,1999-09-25,9999-01-01
471939,Marshall,Kazuhiko,1965-01-27,Staff,2001-06-04,9999-01-01
430631,Marsiglia,Kersti,1965-01-17,Engineer,1994-02-19,9999-01-01
429899,Marsiglia,Ranan,1965-01-30,Staff,1999-08-13,9999-01-01
265875,Marsiglia,Fan,1965-01-20,Engineer/Senior Engineer,1989-09-03,9999-01-01
203946,Marwedel,Yefim,1965-01-23,Staff/Senior Staff,1993-03-30,9999-01-01
217363,Marzano,Horward,1965-01-14,Staff,1996-04-11,9999-01-01
442700,Masada,Siddarth,1965-01-06,Staff,1997-08-11,9999-01-01
60875,Masaki,Rildo,1965-01-21,Senior Engineer/Engineer,1990-01-14,9999-01-01
48275,Massonet,Sariel,1965-01-29,Staff/Senior Staff,1987-11-20,9999-01-01
426168,Mateescu,Kaijung,1965-01-10,Staff/Senior Staff,1987-11-18,9999-01-01
94944,Matheson,Heping,1965-01-13,Engineer/Senior Engineer,1988-06-24,9999-01-01
432031,Matzat,Adamantios,1965-01-11,Senior Staff/Staff,1987-03-01,9999-01-01
273858,Matzen,Gunilla,1965-01-13,Staff/Senior Staff,1990-12-28,9999-01-01
18021,Matzke,Adil,1965-01-07,Senior Engineer/Engineer,1987-05-08,9999-01-01
202826,Matzke,Kerhong,1965-01-19,Engineer/Senior Engineer,1986-11-14,9999-01-01
249433,Matzov,Ayonca,1965-01-16,Engineer/Senior Engineer,1988-06-03,9999-01-01
105356,Matzov,Diederik,1965-01-29,Senior Engineer/Engineer,1995-03-08,9999-01-01
426824,Mawatari,Gopalakrishnan,1965-01-25,Senior Staff/Staff,1997-12-07,9999-01-01
461270,Mawatari,Mrinalini,1965-01-10,Staff,1996-01-03,9999-01-01
89680,Mawatari,Aiman,1965-01-27,Engineer/Senior Engineer,1988-05-01,9999-01-01
492677,McAffer,Goetz,1965-01-26,Senior Engineer/Engineer,1988-02-05,9999-01-01
410028,McClurg,Xiadong,1965-01-11,Staff/Senior Staff,1985-09-17,9999-01-01
92454,McFarlan,Visit,1965-01-24,Engineer/Senior Engineer,1987-10-22,9999-01-01
246146,Melski,Zhongwei,1965-01-30,Engineer/Senior Engineer,1987-09-04,9999-01-01
91172,Melter,Kazuhisa,1965-01-19,Senior Staff/Staff,1987-07-16,9999-01-01
32844,Melton,Tadahiko,1965-01-23,Engineer,1995-01-07,9999-01-01
480066,Menhardt,Suebskul,1965-01-31,Engineer/Senior Engineer,1994-07-26,9999-01-01
290284,Menhardt,Kwangjo,1965-01-08,Engineer,1996-01-11,9999-01-01
485577,Menhoudj,Rafael,1965-01-30,Senior Engineer,1997-04-27,9999-01-01
73233,Merey,Shigeo,1965-01-15,Senior Engineer,1985-07-30,9999-01-01
416492,Meriste,Kannan,1965-01-15,Senior Engineer,1992-08-12,9999-01-01
85702,Merks,Udi,1965-01-04,Engineer,1997-08-15,9999-01-01
255779,Merle,Heejo,1965-01-31,Technique Leader,1997-09-04,9999-01-01
92598,Merro,Ranga,1965-01-18,Assistant Engineer,1996-05-11,9999-01-01
29418,Mersereau,Valery,1965-01-22,Assistant Engineer,1998-07-01,9999-01-01
60821,Mersereau,Moty,1965-01-02,Senior Staff/Staff,1991-09-03,9999-01-01
452137,Miake,Subir,1965-01-15,Engineer/Senior Engineer,1999-01-09,9999-01-01
224934,Miake,George,1965-01-05,Staff/Senior Staff,1988-01-02,9999-01-01
447018,Miara,Dannz,1965-01-17,Engineer/Senior Engineer,1992-12-04,9999-01-01
241567,Miara,Emran,1965-01-18,Engineer/Senior Engineer,1989-05-02,9999-01-01
422146,Miara,Kenton,1965-01-08,Engineer,2002-03-13,9999-01-01
239664,Michaels,Sugwoo,1965-01-04,Senior Engineer/Engineer,1992-08-02,9999-01-01
489756,Miculan,Kersti,1965-01-01,Staff/Senior Staff,1992-06-09,9999-01-01
268043,Mikschl,Narain,1965-01-28,Engineer,1997-11-02,9999-01-01
248351,Milicia,Jaana,1965-02-01,Senior Staff,1985-06-02,9999-01-01
91256,Milicic,Gunilla,1965-01-13,Staff,1998-01-09,9999-01-01
229727,Millington,Ewing,1965-01-23,Engineer,1999-09-28,9999-01-01
101902,Millington,Mantis,1965-01-14,Staff/Senior Staff,1991-03-18,9999-01-01
272285,Mitchem,Gully,1965-01-19,Senior Staff/Staff,1986-01-22,9999-01-01
483825,Mitchem,Marek,1965-01-22,Senior Engineer,1992-11-20,9999-01-01
410372,Mitina,Duri,1965-01-08,Senior Engineer/Engineer,1990-03-04,9999-01-01
28193,Mitsuhashi,Xinglin,1965-01-29,Senior Engineer/Engineer,1988-12-14,9999-01-01
76640,Mitsuhashi,Tristan,1965-01-02,Senior Engineer/Engineer,1994-07-13,9999-01-01
460920,Mitzlaff,Remzi,1965-01-22,Senior Staff,1986-04-06,9999-01-01
433438,Miyakawa,Keiichiro,1965-01-06,Senior Staff/Staff,1993-09-12,9999-01-01
70469,Miyakawa,Tru,1965-01-12,Staff/Senior Staff,1990-09-03,9999-01-01
223593,Moehrke,Hidefumi,1965-01-20,Staff,1998-03-04,9999-01-01
214427,Molberg,Peer,1965-01-29,Engineer,1996-11-17,9999-01-01
217387,Molenaar,Jianhao,1965-01-21,Engineer/Senior Engineer,1987-10-22,9999-01-01
241100,Molenaar,Cedric,1965-01-23,Engineer/Senior Engineer,1990-10-06,9999-01-01
423350,Monarch,Heping,1965-01-04,Staff/Senior Staff,1988-04-15,9999-01-01
433059,Montresor,Bojan,1965-01-02,Staff,1995-02-04,9999-01-01
420732,Morrin,Willard,1965-01-06,Staff/Senior Staff,1996-05-27,9999-01-01
19236,Morris,Elzbieta,1965-01-24,Engineer/Senior Engineer,1988-07-12,9999-01-01
10095,Morton,Hilari,1965-01-03,Senior Staff/Staff,1994-03-10,9999-01-01
418239,Motley,Josyula,1965-01-03,Senior Engineer,1996-03-26,9999-01-01
99654,Motley,Mahendra,1965-01-30,Staff/Senior Staff,1985-09-28,9999-01-01
91648,Msuda,Dmitry,1965-01-29,Staff/Senior Staff,1988-10-22,9999-01-01
414027,Msuda,Tadanori,1965-01-31,Engineer/Senior Engineer,1993-02-20,9999-01-01
493096,Msuda,Sachem,1965-01-31,Engineer,1995-04-07,9999-01-01
248758,Muhlberg,Snehasis,1965-02-01,Senior Staff/Staff,1994-12-25,9999-01-01
272316,Muhling,Surveyors,1965-01-05,Engineer,1999-07-19,9999-01-01
477969,Mundy,Bluma,1965-01-18,Engineer/Senior Engineer,1991-10-18,9999-01-01
52599,Mungall,Augustine,1965-01-25,Engineer/Senior Engineer,1994-01-13,9999-01-01
287983,Munos,Randi,1965-01-23,Senior Staff,1990-09-07,9999-01-01
52590,Munoz,Jouni,1965-01-21,Staff/Senior Staff,1996-10-07,9999-01-01
275881,Munro,Jiann,1965-01-08,Senior Engineer,1988-05-18,9999-01-01
479695,Murrill,Masamitsu,1965-01-06,Staff/Senior Staff,1999-06-23,9999-01-01
242019,Murrill,Herb,1965-01-09,Senior Engineer,2001-10-28,9999-01-01
79895,Murtagh,Fei,1965-01-30,Senior Staff,1986-01-19,9999-01-01
227354,Murtha,Gio,1965-01-12,Senior Engineer/Engineer,1986-11-11,9999-01-01
202414,Murthy,Zvonko,1965-01-13,Senior Staff,1992-01-07,9999-01-01
452957,Nanard,Alair,1965-01-03,Staff,1996-02-10,9999-01-01
84179,Nanard,Shuichi,1965-01-25,Senior Engineer,1989-03-14,9999-01-01
62046,Nanard,Karlis,1965-01-31,Senior Engineer/Engineer,1992-09-19,9999-01-01
286029,Nanard,Jaques,1965-01-28,Staff,1996-07-16,9999-01-01
32649,Nannarelli,Ingmar,1965-01-12,Senior Staff,1988-06-10,9999-01-01
478007,Narahara,Fumino,1965-01-06,Engineer/Senior Engineer,1991-09-21,9999-01-01
488142,Narlikar,Denis,1965-01-05,Senior Staff/Staff,1991-07-01,9999-01-01
247122,Narlikar,Xiaobin,1965-01-23,Staff/Senior Staff,1992-02-14,9999-01-01
288028,Narwekar,Kauko,1965-01-22,Engineer/Senior Engineer,1985-12-16,9999-01-01
213384,Narwekar,Pranas,1965-01-04,Senior Engineer/Engineer,1985-09-26,9999-01-01
289454,Narwekar,Bowen,1965-01-20,Senior Engineer,1985-03-08,9999-01-01
445570,Nations,Van,1965-01-25,Technique Leader,1986-08-11,9999-01-01
427776,Navazio,Jaques,1965-01-25,Staff/Senior Staff,1989-04-04,9999-01-01
287609,Negoita,Sailaja,1965-01-06,Engineer/Assistant Engineer/Senior Engineer,1988-01-20,9999-01-01
