emp_no,first_name,last_name,title,from_date,salary
425328,Theron,Salvesen,Senior Staff,1993-07-13,55072
478241,Zito,Baik,Senior Staff,1993-07-13,40000
251514,Shooichi,Carrere,Senior Engineer,1993-07-13,62755
462331,Sushant,Binkley,Senior Staff,1993-07-13,40000
438583,Tiina,Hambrick,Senior Engineer,1993-07-13,50746
249417,Heng,DasSarma,Engineer,1993-07-13,40000
207370,Morrie,Edelhoff,Senior Engineer,1993-07-12,47219
88806,Laurentiu,Ernst,Staff,1993-07-12,56404
46068,Laurentiu,Weisert,Staff,1993-07-12,40000
38333,Chiranjit,Rosiles,Assistant Engineer,1993-07-12,40000
34695,Margareta,Gadepally,Staff,1993-07-12,40000
97695,Sreekrishna,Fendler,Senior Staff,1993-07-12,100779
488400,Claudi,Gulla,Senior Staff,1993-07-12,75929
291813,Lakshmi,Schieder,Senior Engineer,1993-07-12,55640
247590,Venkatesan,Chinen,Senior Engineer,1993-07-11,43530
221736,Yolla,Warwick,Senior Engineer,1993-07-11,56213
29573,Kwangsub,Linnainmaa,Staff,1993-07-11,84246
81201,Werner,Knightly,Senior Staff,1993-07-11,97128
485430,Sastry,Rissanen,Senior Engineer,1993-07-11,63034
17024,Ewing,Siepmann,Senior Engineer,1993-07-11,58181
448438,Bangqing,Anguita,Senior Engineer,1993-07-11,65169
205370,Geoffry,Marchesini,Senior Staff,1993-07-11,52849
445412,Odinaldo,Ratzlaff,Senior Staff,1993-07-11,76602
258240,Sushant,Clouatre,Senior Staff,1993-07-11,79121
219414,Nahum,Hegner,Technique Leader,1993-07-11,40000
260011,Rosalie,Falck,Senior Staff,1993-07-11,50467
55345,Wojceich,Vendrig,Senior Staff,1993-07-10,40000
414841,Wuxu,Smeets,Assistant Engineer,1993-07-10,51950
108212,Masali,Versino,Senior Staff,1993-07-10,75248
94521,Deborah,Schlegelmilch,Senior Staff,1993-07-10,57799
208463,Ipke,Pillow,Senior Staff,1993-07-10,73656
446302,Zhiguo,Siepmann,Senior Engineer,1993-07-10,40436
97099,Chinya,Kaiserswerth,Senior Engineer,1993-07-10,53077
262903,Geoff,Pettit,Senior Engineer,1993-07-10,40000
269893,Tayeb,McAlpine,Senior Staff,1993-07-10,72317
44938,Valdiodio,Potthoff,Senior Staff,1993-07-10,51607
210114,Phillip,Snedden,Engineer,1993-07-10,66715
22224,Brendon,Rohrbach,Senior Staff,1993-07-10,61487
256701,Chikako,Veevers,Senior Engineer,1993-07-10,40000
472708,Kokou,Streit,Senior Staff,1993-07-10,67718
456183,Adamantios,Bennis,Engineer,1993-07-09,40000
270146,Bernt,Cappelli,Senior Engineer,1993-07-09,70315
473964,Sanjeeva,Hempstead,Senior Staff,1993-07-09,51423
410763,Zhigen,Krohn,Staff,1993-07-09,57440
413406,Elrique,Molberg,Senior Staff,1993-07-09,40000
488941,Wayne,Zeidenstein,Staff,1993-07-09,46812
32465,Yucel,Dymetman,Engineer,1993-07-09,40000
271077,Kannan,Stille,Senior Engineer,1993-07-09,57045
219831,Marsal,Rijckaert,Senior Staff,1993-07-09,77893
479028,Xuejun,Itzigehl,Senior Staff,1993-07-09,40000
445659,Jagoda,Bodoff,Senior Staff,1993-07-09,67839
98009,Piyawadee,Schoegge,Staff,1993-07-08,72309
400242,Hairong,Prochazka,Senior Staff,1993-07-08,67105
249468,Yakkov,Ibel,Senior Staff,1993-07-08,55927
486283,Demin,Berstel,Senior Staff,1993-07-08,55546
417338,Huican,Staelin,Senior Staff,1993-07-08,46925
490966,Godehard,Limongiello,Senior Engineer,1993-07-08,43233
51166,Xiaobin,Ginesta,Engineer,1993-07-08,61207
427924,Brendon,Msuda,Senior Staff,1993-07-08,89262
63600,Gudjon,Birsak,Senior Staff,1993-07-08,46070
415030,Bouchung,Belinskaya,Senior Engineer,1993-07-08,40000
256061,Shiv,Karner,Senior Staff,1993-07-08,82060
429864,Shai,Quaggetto,Senior Staff,1993-07-07,71402
215179,Aleksander,Soicher,Senior Staff,1993-07-07,56307
213991,Miyeon,Erbe,Senior Staff,1993-07-07,66643
263429,Claudi,Kropf,Senior Staff,1993-07-07,45109
404302,Miomir,Baar,Staff,1993-07-07,56755
201278,Aloys,Cherinka,Senior Engineer,1993-07-07,58097
83168,Yechiam,Danner,Senior Staff,1993-07-07,40000
299095,Zhenbing,Merlo,Senior Staff,1993-07-07,61447
23840,Thanasis,Polupanov,Assistant Engineer,1993-07-06,43469
499762,Subhankar,Munawer,Senior Staff,1993-07-06,48458
235720,Wilmer,Lores,Senior Staff,1993-07-06,40000
255338,Fei,Veeraraghavan,Senior Engineer,1993-07-06,50435
436698,Emdad,McClurg,Senior Staff,1993-07-06,85810
205849,Masali,Walston,Senior Staff,1993-07-06,59694
424581,Turgut,Christianini,Senior Staff,1993-07-06,58774
250241,Chuanti,Shigei,Staff,1993-07-06,40000
232381,Siddarth,Tempesti,Staff,1993-07-06,70837
80810,Khalid,Merkl,Staff,1993-07-06,72305
413160,Tadanori,Felcyn,Staff,1993-07-05,94214
446565,Phule,Passafiume,Staff,1993-07-05,96249
476596,Lijie,Kaminger,Senior Staff,1993-07-05,69815
257802,Josyula,Vieri,Senior Engineer,1993-07-05,48837
494473,Aamod,Suri,Engineer,1993-07-05,59639
227892,George,Stille,Staff,1993-07-05,55374
36023,Uma,Picaronny,Engineer,1993-07-05,51717
95644,Oddvar,Cusworth,Senior Staff,1993-07-05,40000
402057,Perry,Strooper,Technique Leader,1993-07-05,47525
229717,Sivanarayana,Baig,Senior Staff,1993-07-05,40000
222105,Qingxiang,Koblick,Senior Staff,1993-07-05,52840
256834,Guozhong,Eickenmeyer,Technique Leader,1993-07-04,40000
278531,Zeljko,Serre,Staff,1993-07-04,55662
455009,Udaiprakash,Birta,Senior Staff,1993-07-04,44450
240140,Kristina,Setlzner,Senior Staff,1993-07-04,40000
234797,Margo,Schoegge,Engineer,1993-07-04,40000
448762,Hirochika,Lakshmanan,Senior Staff,1993-07-04,40000
61376,Guttorm,Skrikant,Senior Engineer,1993-07-04,51339
90762,Paris,Choobineh,Senior Staff,1993-07-04,40000
37507,Kamran,Quittner,Senior Staff,1993-07-04,65398
71889,Tristan,Hennebert,Senior Engineer,1993-07-04,54736
297150,Sreenivas,Puppe,Senior Engineer,1993-07-04,48625
453708,Brigham,Encarnacion,Senior Engineer,1993-07-04,66400
10548,Ramalingam,Gunderson,Senior Staff,1993-07-04,90631
253580,Duri,Suessmith,Senior Engineer,1993-07-04,40000
403970,Prasadram,Dusink,Assistant Engineer,1993-07-04,40000
238039,Ekawit,Eppinger,Senior Engineer,1993-07-04,68800
431305,Masali,Riexinger,Senior Staff,1993-07-04,40000
226424,Siddarth,Constantine,Technique Leader,1993-07-03,53661
250624,Mayuri,Oehlmann,Senior Staff,1993-07-03,86552
228163,Ortrud,Kossowski,Engineer,1993-07-03,40000
27772,Shahaf,Salvesen,Senior Staff,1993-07-03,78337
253670,Sachin,Conte,Senior Staff,1993-07-03,89680
68699,Harjit,Baby,Staff,1993-07-03,46009
416724,Juyoung,Borstler,Senior Engineer,1993-07-03,63548
32269,Kannan,Cangellaris,Senior Staff,1993-07-03,41545
481231,Mahendra,Conry,Senior Staff,1993-07-03,72109
285097,Serap,Shiratori,Senior Staff,1993-07-03,40000
102627,Bedrich,Businaro,Engineer,1993-07-03,52225
492058,Jaques,Menyhert,Senior Staff,1993-07-03,68638
428416,Narain,Murtha,Senior Staff,1993-07-03,40000
222627,Candido,Dulay,Senior Engineer,1993-07-03,40000
489005,Gilbert,Onuegbe,Staff,1993-07-03,40000
76822,Rafail,Gniady,Senior Engineer,1993-07-03,40000
26020,Deborah,Moffat,Staff,1993-07-03,40000
401865,Eberhardt,Emmart,Senior Staff,1993-07-02,71011
32972,Ebbe,Matzov,Senior Staff,1993-07-02,40000
51078,Maia,Leuchs,Engineer,1993-07-02,40000
404704,Padma,Borstler,Senior Staff,1993-07-02,40000
24701,Raimond,Zeleznik,Staff,1993-07-02,40000
93095,Sushant,Krider,Staff,1993-07-02,45023
242614,Arie,Fandrianto,Staff,1993-07-02,55329
486044,Branimir,Lorch,Senior Staff,1993-07-02,40000
474176,Shimshon,Azuma,Senior Engineer,1993-07-02,87350
289616,Mark,Fasbender,Senior Engineer,1993-07-02,45720
60782,Janalee,Foote,Engineer,1993-07-02,42016
449477,Jaroslava,Zykh,Engineer,1993-07-02,40000
82856,Hidefumi,Erez,Senior Engineer,1993-07-02,40000
28327,Pascal,Welham,Senior Engineer,1993-07-01,43771
489985,Atreye,Mandelberg,Senior Engineer,1993-07-01,40000
51263,Arnould,Pearson,Senior Staff,1993-07-01,52079
49434,Adin,Koblitz,Senior Engineer,1993-07-01,40000
276837,Gina,Farrag,Engineer,1993-07-01,63872
222125,Elvia,Oehlmann,Senior Engineer,1993-07-01,73353
483065,Sudhanshu,Bahi,Senior Engineer,1993-07-01,52727
436419,Randi,Schapiro,Senior Staff,1993-07-01,49248
292605,Hatem,Picaronny,Senior Engineer,1993-07-01,42089
79704,Ipke,Neiman,Assistant Engineer,1993-07-01,48603
402331,Hidefumi,Bhattacharjee,Senior Staff,1993-07-01,55330
297510,Gift,Restivo,Senior Staff,1993-07-01,43958
31220,Radoslaw,Lund,Senior Staff,1993-07-01,74531
485330,Guttorm,Stavenow,Staff,1993-06-30,59121
437262,DAIDA,Pramanik,Senior Engineer,1993-06-30,40000
87043,Fay,Anily,Engineer,1993-06-30,56191
208020,Adil,Boudaillier,Senior Engineer,1993-06-30,40000
472853,Gila,Limongiello,Senior Staff,1993-06-30,62615
295842,Billie,Bratsberg,Senior Engineer,1993-06-30,47474
290368,Yechezkel,Pashtan,Senior Engineer,1993-06-30,67538
35510,JoAnne,Merks,Engineer,1993-06-30,40000
212338,Kamakshi,Leijenhorst,Senior Staff,1993-06-30,50350
419223,Berry,Birch,Senior Staff,1993-06-30,59407
103776,Franziska,Ashish,Senior Staff,1993-06-30,75817
258604,Tsutomu,Rosaz,Staff,1993-06-30,55370
80561,Visit,Solovay,Senior Engineer,1993-06-30,45289
46562,Tiina,Panangaden,Engineer,1993-06-30,40252
458404,Mandell,Fabrizio,Senior Engineer,1993-06-29,40000
451565,Vishv,Shimshoni,Engineer,1993-06-29,51814
422960,Naftaly,Baezner,Senior Engineer,1993-06-29,40000
28983,Mohammed,Luca,Senior Staff,1993-06-29,40000
34647,Kerryn,Tiemann,Senior Engineer,1993-06-29,40000
262184,Trygve,Farrel,Senior Engineer,1993-06-29,55886
239087,Yishai,Birjandi,Senior Staff,1993-06-29,83757
58728,Boguslaw,Parfitt,Senior Engineer,1993-06-29,40384
271013,Ipke,Bage,Senior Engineer,1993-06-29,45483
247769,Vugranam,Melton,Engineer,1993-06-29,40000
13147,Shichao,Ginesta,Staff,1993-06-29,77429
251464,Junichi,Talmon,Senior Staff,1993-06-29,70706
15066,Tomokazu,Oaver,Engineer,1993-06-29,43455
408204,Pranay,Garrabrants,Senior Staff,1993-06-28,40000
78452,Hironoby,Walstra,Senior Engineer,1993-06-28,58095
413039,Diederik,Vesel,Engineer,1993-06-28,57890
57269,Tesuro,Berztiss,Senior Staff,1993-06-28,46054
52173,Masato,Papadias,Assistant Engineer,1993-06-28,40000
294195,Arvind,Simkin,Senior Engineer,1993-06-28,40000
282519,Boguslaw,Sundgren,Senior Engineer,1993-06-28,60914
289328,Arch,Hertweck,Senior Engineer,1993-06-28,40000
108092,Uzi,Edelhoff,Senior Engineer,1993-06-28,44220
234331,Cullen,Cherinka,Senior Engineer,1993-06-28,40000
86754,Guadalupe,Vigier,Staff,1993-06-28,95574
231411,Prasadram,Perfilyeva,Senior Staff,1993-06-28,69588
415448,Shih,Wossner,Engineer,1993-06-27,42515
498900,Piyush,Tagansky,Senior Engineer,1993-06-27,59662
430604,Khue,Erie,Staff,1993-06-27,44095
200801,Tomokazu,Chorvat,Senior Staff,1993-06-27,40000
87951,Ottavia,Rohrbach,Senior Engineer,1993-06-27,40000
276578,Sibyl,Luff,Staff,1993-06-27,77104
86691,Kagan,Serdy,Senior Staff,1993-06-27,57262
243306,Sailaja,Randt,Senior Staff,1993-06-27,58109
240678,Harjit,Perin,Senior Staff,1993-06-27,55414
440175,Babette,Demos,Senior Engineer,1993-06-27,45919
101098,Maya,Norsworthy,Senior Staff,1993-06-27,54008
28673,Carrsten,Zultner,Senior Engineer,1993-06-27,40000
74084,Hatem,Vasanthakumar,Senior Staff,1993-06-26,59734
237291,Jackson,Gecsei,Senior Staff,1993-06-26,44109
491606,Moie,Gaughan,Staff,1993-06-26,40000
202665,Mrinalini,Krider,Engineer,1993-06-26,40000
258071,Herbert,Jording,Senior Engineer,1993-06-26,40000
223987,Wayne,Lorch,Senior Engineer,1993-06-26,40000
227333,Urs,Swist,Senior Engineer,1993-06-25,40000
272708,Juyoung,Huhdanpaa,Technique Leader,1993-06-25,43553
466431,Taegyun,Gladwell,Senior Engineer,1993-06-25,40000
76022,Xuejia,Hanabata,Engineer,1993-06-25,40000
265203,Debatosh,Sudkamp,Senior Staff,1993-06-25,63916
478572,Chaitali,Cusworth,Senior Engineer,1993-06-25,40000
258501,Nadjib,Bach,Senior Staff,1993-06-25,45544
15077,Toshiki,Taubenfeld,Senior Engineer,1993-06-25,40000
435006,Panayotis,Thisen,Engineer,1993-06-24,59292
274563,Masaki,Serre,Senior Engineer,1993-06-24,41256
100436,Subhankar,Gini,Senior Staff,1993-06-24,83157
79505,Sariel,Farrel,Engineer,1993-06-24,63233
413079,Hugh,Clemencon,Senior Staff,1993-06-24,40000
262041,Eckart,Valette,Engineer,1993-06-24,40000
286418,Tomokazu,Daescu,Senior Staff,1993-06-24,66261
286413,DAIDA,Manderick,Senior Engineer,1993-06-24,40000
25755,Aria,Setiz,Senior Engineer,1993-06-24,40000
83634,Danae,Randi,Senior Staff,1993-06-24,40000
421499,Billie,Danecki,Senior Engineer,1993-06-24,53695
483183,Oscar,Ciolek,Senior Engineer,1993-06-24,47352
258371,Udi,Ciolek,Senior Staff,1993-06-24,82944
448495,Goncalo,Scharstein,Senior Engineer,1993-06-24,58279
475448,Ingemar,Lorys,Staff,1993-06-23,93307
486553,Toshiki,Schiper,Staff,1993-06-23,69031
258822,Mizuhito,Pavlopoulou,Technique Leader,1993-06-23,40000
450288,Angus,Braunschweig,Engineer,1993-06-23,40000
61675,Takahiro,Schwartzburd,Engineer,1993-06-23,40785
52355,Arto,Merkl,Senior Engineer,1993-06-23,40000
86887,Martijn,Roison,Staff,1993-06-23,50962
87152,Nakhoon,Byoun,Senior Staff,1993-06-23,65480
23626,Bogdan,Vilarrasa,Senior Staff,1993-06-22,40000
105681,Pranav,Mikschl,Senior Engineer,1993-06-22,57728
491219,Henk,Gide,Senior Engineer,1993-06-22,48068
436965,Falguni,Leijenhorst,Senior Engineer,1993-06-22,64942
439440,Uma,Wossner,Senior Engineer,1993-06-22,42544
446772,Nathan,Pettis,Senior Engineer,1993-06-22,43819
107504,Shao,Hoppenstand,Senior Engineer,1993-06-22,40000
289777,Margo,Lorys,Senior Engineer,1993-06-22,41656
440788,Zita,Mawatari,Engineer,1993-06-21,41491
39729,Fan,Awdeh,Senior Engineer,1993-06-21,40000
207820,Caolyn,Buescher,Senior Engineer,1993-06-21,50759
489993,Satyanarayana,Pena,Senior Engineer,1993-06-21,46490
11042,Gou,Breugel,Engineer,1993-06-21,40000
279726,Zhenhua,Farris,Senior Staff,1993-06-21,40000
102232,Roded,Kaiser,Senior Staff,1993-06-21,44706
246658,Hatim,Nitsche,Senior Engineer,1993-06-21,40000
30824,Subbu,Bellone,Senior Staff,1993-06-21,49016
74342,Jamaludin,Fiutem,Senior Staff,1993-06-21,87368
463252,Demin,Krzyzanowski,Senior Engineer,1993-06-21,45269
205203,Yinlin,Gente,Senior Staff,1993-06-21,42046
95841,Mamdouh,Kampfer,Senior Staff,1993-06-21,40307
480190,Kasturi,Brandsma,Senior Staff,1993-06-20,44416
409557,Gila,Brendel,Senior Engineer,1993-06-20,40000
420045,Baziley,Tasistro,Senior Engineer,1993-06-20,40000
61782,Guadalupe,Piancastelli,Engineer,1993-06-20,49702
46250,Yefim,Decleir,Senior Staff,1993-06-20,69390
283209,Abdelghani,Seiwald,Senior Staff,1993-06-20,74913
28318,Teunis,Whitcomb,Senior Staff,1993-06-20,40000
95365,Xuejia,Sichman,Senior Engineer,1993-06-20,40000
416936,Lenore,Perly,Engineer,1993-06-20,76668
19675,Isamu,Herath,Senior Staff,1993-06-20,90306
256459,Claudi,Ranum,Senior Staff,1993-06-20,81131
272188,Vasilii,Luck,Staff,1993-06-19,116019
29366,Domenico,Ohori,Senior Staff,1993-06-19,54398
428478,Gay,Auria,Senior Staff,1993-06-19,67245
474787,Jaideep,Molenaar,Assistant Engineer,1993-06-19,40000
215289,Eckart,Anger,Senior Engineer,1993-06-19,49356
48757,Stella,Gecseg,Senior Staff,1993-06-19,61143
422296,Kazuhide,Birch,Engineer,1993-06-19,58913
485381,Aral,Vingron,Senior Staff,1993-06-19,60623
469493,Hugo,Talmon,Staff,1993-06-19,56111
263713,Abdulla,Bashian,Senior Engineer,1993-06-19,59364
53709,Kazuhisa,Zaumen,Senior Engineer,1993-06-19,56203
87293,Kwangho,Champarnaud,Senior Staff,1993-06-19,56944
426104,Zhenbing,Kobuchi,Senior Engineer,1993-06-19,40000
244086,Nitsan,Hiroyama,Senior Engineer,1993-06-19,40000
482386,Subir,McFarlin,Senior Engineer,1993-06-19,46579
267923,Valter,Karnin,Senior Staff,1993-06-19,55600
295515,Geoffrey,Antonakopoulos,Senior Staff,1993-06-19,40000
484702,Sanjay,Plotkin,Senior Engineer,1993-06-18,42351
294240,Poornachandra,Ressouche,Senior Staff,1993-06-18,70508
292032,Herb,Siprelle,Senior Staff,1993-06-18,90190
200809,Arvin,Basawa,Senior Staff,1993-06-18,54821
493642,Sanjai,Baig,Senior Staff,1993-06-18,61320
239724,Ramachenga,Eugenio,Senior Staff,1993-06-18,55859
214727,Berthier,Koprowski,Senior Engineer,1993-06-18,40000
499128,Conal,Swiler,Senior Staff,1993-06-18,62421
467629,Kristof,Solares,Staff,1993-06-18,52829
89553,Gilbert,Pocchiola,Senior Engineer,1993-06-18,40000
213342,Randy,Knightly,Engineer,1993-06-18,58687
297120,Oscal,Usdin,Senior Engineer,1993-06-18,40667
470669,Shaowei,Dehkordi,Senior Staff,1993-06-18,45941
100349,Gianluca,Jarecki,Senior Engineer,1993-06-18,40000
209316,Jaana,Kuszyk,Engineer,1993-06-18,40000
45612,King,Monkewich,Senior Engineer,1993-06-18,45243
424876,Kazuyasu,Seuren,Senior Engineer,1993-06-17,40000
239256,Kazunori,Passino,Senior Engineer,1993-06-17,51317
488338,Yaghout,Pietracaprina,Engineer,1993-06-17,44988
20765,Steve,Viele,Senior Staff,1993-06-17,45556
430677,Phuoc,Kaelbling,Senior Staff,1993-06-17,67898
294846,Trygve,Fontet,Senior Engineer,1993-06-17,53791
95541,Chinho,Whitcomb,Engineer,1993-06-17,40000
472209,Kasturi,Thambidurai,Senior Engineer,1993-06-17,47458
287838,Sailaja,Lanteri,Staff,1993-06-17,62684
477255,Serenella,Juneja,Senior Staff,1993-06-17,45672
274772,Palash,Busillo,Staff,1993-06-17,50299
25282,Gladys,Papadias,Senior Engineer,1993-06-17,43928
446439,Marko,Kuszyk,Senior Engineer,1993-06-17,40000
77295,Weijing,Taubman,Senior Staff,1993-06-17,40000
415978,Susanta,Tsukuda,Senior Engineer,1993-06-17,45215
404674,Rajmohan,Furedi,Engineer,1993-06-17,53382
481341,Hidde,Ranka,Senior Staff,1993-06-17,79188
409559,Ibibia,Rosca,Senior Staff,1993-06-17,40000
45261,George,Larfeldt,Senior Staff,1993-06-17,55147
101018,Shigeu,Serra,Senior Engineer,1993-06-16,61471
82705,Ingmar,Ladret,Senior Staff,1993-06-16,55678
454979,Alagu,Milicic,Engineer,1993-06-16,40000
48371,Valery,Krupka,Staff,1993-06-16,60182
451334,Gil,Snedden,Senior Staff,1993-06-16,44654
264513,Kazuhira,Kugler,Senior Engineer,1993-06-16,57840
255535,Visit,Panwar,Senior Engineer,1993-06-16,40000
448131,Aloys,Akaboshi,Senior Staff,1993-06-16,67857
105981,Bedir,Tyugu,Senior Engineer,1993-06-16,67011
20545,Woody,Chaudhury,Senior Staff,1993-06-16,73867
108971,Clyde,Feinberg,Senior Staff,1993-06-16,41544
236243,Jinxi,Daescu,Senior Staff,1993-06-16,60650
19488,Maris,Perly,Senior Engineer,1993-06-16,45504
409017,Hinrich,Bultermann,Engineer,1993-06-15,40000
276502,Indrajit,Segond,Senior Staff,1993-06-15,40000
482953,Rafail,Kilgour,Senior Staff,1993-06-15,48693
40987,Zeljko,Sidou,Engineer,1993-06-15,40000
466740,Oddvar,Feldhoffer,Senior Staff,1993-06-15,57298
277784,Jacqueline,Pfau,Senior Engineer,1993-06-15,55677
288274,Selwyn,Alblas,Senior Staff,1993-06-15,40000
28242,Thodoros,Vasanthakumar,Senior Staff,1993-06-15,86610
403247,Alejandra,McFarlin,Staff,1993-06-15,40000
109970,Irene,Masaki,Senior Engineer,1993-06-15,40000
245653,Padma,Brlek,Senior Staff,1993-06-15,40000
76689,Mansur,Steinauer,Engineer,1993-06-15,46470
404839,Mary,Masand,Senior Engineer,1993-06-15,40000
85624,Ayonca,Keustermans,Senior Staff,1993-06-15,57477
285677,Tsutomu,Luke,Senior Engineer,1993-06-15,40000
486720,Gou,Kumaresan,Senior Engineer,1993-06-15,41944
11251,Bezalel,Chinal,Senior Staff,1993-06-15,69432
33423,Jinpo,Koblick,Senior Staff,1993-06-14,61001
271644,Pranav,Peroz,Senior Engineer,1993-06-14,40000
256835,Ranga,Hofstetter,Engineer,1993-06-14,40000
94736,Visit,Trelles,Senior Staff,1993-06-14,40000
51681,Ulises,Petereit,Senior Staff,1993-06-14,40000
470767,Sachin,Poehlman,Senior Engineer,1993-06-14,51592
71399,Kasturi,Rodier,Senior Engineer,1993-06-14,59780
400355,Nathalie,Peek,Senior Staff,1993-06-14,83701
238078,Fumiyo,Peroz,Senior Engineer,1993-06-14,61433
477701,Ayonca,Shumilov,Engineer,1993-06-13,57329
50590,Leucio,Calkin,Engineer,1993-06-13,40000
103971,Gritta,Journel,Senior Staff,1993-06-13,40000
470212,Mark,Fraisse,Senior Staff,1993-06-13,48126
19744,Aleksander,Skafidas,Engineer,1993-06-13,59739
464913,Shaunak,McDermid,Senior Staff,1993-06-13,41994
19940,Reinhard,Einsfeld,Senior Staff,1993-06-13,50833
280796,Shigenori,Lundstrom,Senior Engineer,1993-06-13,49048
243208,Sachin,Biros,Staff,1993-06-13,40000
77554,Troy,Iisaka,Senior Engineer,1993-06-13,40000
233681,Adam,Fontet,Senior Engineer,1993-06-13,40000
92592,Kirk,Lorho,Senior Staff,1993-06-13,76317
19667,Munenori,Matzel,Senior Staff,1993-06-13,52876
427817,Vishv,Kading,Engineer,1993-06-13,40000
290468,Moto,Chinal,Senior Engineer,1993-06-13,41950
75868,Marko,Sadowski,Senior Staff,1993-06-12,56136
45844,Patricia,Fetvedt,Senior Staff,1993-06-12,40000
67609,Poornachandra,Berztiss,Senior Staff,1993-06-12,58305
34277,Vatsa,Weedman,Technique Leader,1993-06-12,40000
211063,Rafols,Mahmud,Senior Staff,1993-06-12,42707
80251,Yoshinari,Kitai,Senior Engineer,1993-06-12,42153
453726,Yakkov,Gadepally,Engineer,1993-06-12,63582
402675,Charlene,Merks,Senior Engineer,1993-06-12,40000
492929,Yannik,Nanard,Senior Engineer,1993-06-12,60727
68872,Dzung,Munro,Staff,1993-06-12,59621
458987,Shushma,Prenel,Technique Leader,1993-06-12,40000
495294,Zhigen,Desikan,Senior Engineer,1993-06-11,51994
107392,Chinho,Panangaden,Senior Engineer,1993-06-11,40000
406119,Vidar,Gist,Senior Engineer,1993-06-11,40000
261249,Gift,Negoita,Senior Engineer,1993-06-11,56399
205472,Sudhanshu,Winter,Engineer,1993-06-11,52774
449263,Aemilian,Leaver,Senior Staff,1993-06-11,70490
296373,Jungsoon,Leslie,Staff,1993-06-11,46513
249399,Aran,Eugenio,Engineer,1993-06-11,40000
203463,Ingmar,Nicolson,Senior Staff,1993-06-11,40000
257300,Nimmagadda,Taubenfeld,Senior Staff,1993-06-11,85537
267362,Bluma,Impagliazzo,Senior Engineer,1993-06-11,74267
432144,Yuping,Biros,Senior Engineer,1993-06-10,40000
288721,Ohad,Panwar,Engineer,1993-06-10,73514
481586,Gaetan,Keohane,Staff,1993-06-10,53088
104504,Waiman,Kilgore,Senior Engineer,1993-06-10,44682
268699,Nadjib,Azadmanesh,Staff,1993-06-10,40000
263714,Yagil,Kleiser,Senior Staff,1993-06-10,69107
69421,Nahla,Clemencon,Senior Staff,1993-06-10,45226
223970,Marjo,Jansen,Engineer,1993-06-10,40000
454400,Gen,Vecchi,Staff,1993-06-10,83047
495502,Hauke,Pearson,Engineer,1993-06-10,40000
70465,Kien,Ligten,Engineer,1993-06-09,45067
475009,Aral,Takkinen,Engineer,1993-06-09,40000
38474,Hsiangchu,Wrigley,Senior Staff,1993-06-09,40000
50807,Muneo,Conde,Senior Staff,1993-06-09,42635
264798,Kristine,Bennet,Senior Engineer,1993-06-09,40000
252169,Mori,Kobara,Senior Engineer,1993-06-09,49544
453593,Sham,Lally,Senior Staff,1993-06-09,52063
83342,King,Piancastelli,Assistant Engineer,1993-06-09,40000
271255,Shahid,Kusakabe,Senior Engineer,1993-06-09,64225
238764,Fen,Candan,Senior Staff,1993-06-08,46643
282295,Barton,Wegerle,Senior Engineer,1993-06-08,63417
72092,Alper,Zaumen,Senior Engineer,1993-06-08,40798
287679,Krister,Hebert,Senior Engineer,1993-06-08,61044
293259,Breannda,Petersohn,Senior Engineer,1993-06-08,58464
23993,Gian,Ghalwash,Senior Engineer,1993-06-08,40000
102286,Cedric,Chachaty,Senior Staff,1993-06-08,46380
294884,Bowen,Baaz,Assistant Engineer,1993-06-08,48562
213491,Sashi,Kaiser,Engineer,1993-06-08,44775
413380,Steen,Azumi,Senior Staff,1993-06-08,42381
44229,Bojan,Luft,Engineer,1993-06-08,52310
427645,Nalini,Jording,Technique Leader,1993-06-08,44541
461861,Aron,Marsiglia,Senior Staff,1993-06-08,88539
286440,Aleksandar,Huttel,Engineer,1993-06-08,40000
468371,Stamatina,Viele,Senior Staff,1993-06-07,70930
236848,Vincent,Marwedel,Engineer,1993-06-07,40102
45599,Ronnie,Harnett,Engineer,1993-06-07,40000
74742,Troy,Gurbaxani,Senior Engineer,1993-06-07,40000
244437,Yinlin,Rikino,Senior Engineer,1993-06-07,40000
428833,Weiwu,Wursthorn,Engineer,1993-06-07,40050
291312,Oscar,Rosen,Senior Engineer,1993-06-07,40000
228524,Erzsebet,Androutsos,Engineer,1993-06-07,40000
12422,Berhard,Demos,Staff,1993-06-07,71376
452620,Ramachenga,Ranft,Engineer,1993-06-07,50585
102483,Qingxiang,Boissier,Engineer,1993-06-07,40000
80665,Angel,Angot,Senior Staff,1993-06-06,64768
20435,Oguz,Homond,Senior Staff,1993-06-06,71488
227689,Dannz,Seuren,Senior Staff,1993-06-06,71307
108985,Masanao,Bressoud,Engineer,1993-06-06,59458
213339,Zhigen,Slobodova,Engineer,1993-06-06,40000
426129,Nikolaus,Loncour,Staff,1993-06-06,55578
287716,Babette,Molberg,Senior Staff,1993-06-06,75566
439765,Ger,Templeman,Senior Staff,1993-06-06,40000
61045,Bedir,Poujol,Staff,1993-06-06,55543
449013,Xiping,Collette,Staff,1993-06-06,82660
84974,Baocai,Pell,Technique Leader,1993-06-06,65103
82162,Shigeo,Kroft,Senior Engineer,1993-06-06,46363
284876,Kwun,Lorys,Assistant Engineer,1993-06-06,55392
499230,Pranav,Beutelspacher,Senior Engineer,1993-06-06,40000
